,tweet_id,retweet_count,favorite_count,retweeted,display_text_range
2268,667502640335572993,231,563,False,"[0, 140]"
2269,667495797102141441,294,565,False,"[0, 140]"
2270,667491009379606528,242,559,False,"[0, 138]"
2271,667470559035432960,102,273,False,"[0, 138]"
2272,667455448082227200,66,203,False,"[0, 137]"
2273,667453023279554560,96,327,False,"[0, 86]"
2274,667443425659232256,620,833,False,"[0, 138]"
2275,667437278097252352,257,483,False,"[0, 115]"
2276,667435689202614272,89,326,False,"[0, 39]"
2277,667405339315146752,234,489,False,"[0, 65]"
2278,667393430834667520,60,211,False,"[0, 132]"
2279,667369227918143488,173,385,False,"[0, 106]"
2280,667211855547486208,258,516,False,"[0, 133]"
2281,667200525029539841,282,658,False,"[0, 139]"
2282,667192066997374976,115,414,False,"[0, 99]"
2283,667188689915760640,449,784,False,"[0, 136]"
2284,667182792070062081,6618,15075,False,"[0, 137]"
2285,667177989038297088,58,200,False,"[0, 134]"
2286,667176164155375616,484,640,False,"[0, 140]"
2287,667174963120574464,88,262,False,"[0, 131]"
2288,667171260800061440,97,235,False,"[0, 75]"
2289,667165590075940865,1241,2819,False,"[0, 135]"
2290,667160273090932737,66,268,False,"[0, 138]"
2291,667152164079423490,18285,49720,False,"[0, 143]"
2292,667138269671505920,2387,4851,False,"[0, 131]"
2293,667119796878725120,135,346,False,"[0, 135]"
2294,667090893657276420,132,349,False,"[0, 140]"
2295,667073648344346624,134,425,False,"[0, 106]"
2296,667070482143944705,14,88,False,"[0, 69]"
2297,667065535570550784,51,175,False,"[0, 135]"
2298,667062181243039745,57,227,False,"[0, 132]"
2299,667044094246576128,54,198,False,"[0, 39]"
2300,667012601033924608,237,471,False,"[0, 76]"
2301,666996132027977728,102,258,False,"[0, 105]"
2302,666983947667116034,1040,2679,False,"[0, 120]"
2303,666837028449972224,584,857,False,"[0, 138]"
2304,666835007768551424,83,222,False,"[0, 144]"
2305,666826780179869698,105,266,False,"[0, 50]"
2306,666817836334096384,267,540,False,"[0, 137]"
2307,666804364988780544,95,250,False,"[0, 135]"
2308,666786068205871104,521,800,False,"[0, 139]"
2309,666781792255496192,211,404,False,"[0, 107]"
2310,666776908487630848,186,368,False,"[0, 139]"
2311,666739327293083650,71,244,False,"[0, 140]"
2312,666701168228331520,234,449,False,"[0, 139]"
2313,666691418707132416,51,196,False,"[0, 99]"
2314,666649482315059201,608,923,False,"[0, 138]"
2315,666644823164719104,88,238,False,"[0, 140]"
2316,666454714377183233,223,545,False,"[0, 96]"
2317,666447344410484738,23,107,False,"[0, 119]"
2318,666437273139982337,52,131,False,"[0, 138]"
2319,666435652385423360,54,170,False,"[0, 125]"
2320,666430724426358785,204,330,False,"[0, 129]"
2321,666428276349472768,90,171,False,"[0, 116]"
2322,666421158376562688,118,327,False,"[0, 52]"
2323,666418789513326592,48,129,False,"[0, 138]"
2324,666411507551481857,339,459,False,"[0, 140]"
2325,666407126856765440,44,113,False,"[0, 139]"
2326,666396247373291520,92,172,False,"[0, 137]"
2327,666373753744588802,100,194,False,"[0, 81]"
2328,666362758909284353,595,804,False,"[0, 140]"
2329,666353288456101888,77,229,False,"[0, 135]"
2330,666345417576210432,146,307,False,"[0, 112]"
2331,666337882303524864,96,204,False,"[0, 139]"
2332,666293911632134144,368,522,False,"[0, 138]"
2333,666287406224695296,71,152,False,"[0, 136]"
2334,666273097616637952,82,184,False,"[0, 46]"
2335,666268910803644416,37,108,False,"[0, 82]"
2336,666104133288665088,6871,14765,False,"[0, 134]"
2337,666102155909144576,16,81,False,"[0, 128]"
2338,666099513787052032,73,164,False,"[0, 140]"
2339,666094000022159362,79,169,False,"[0, 132]"
2340,666082916733198337,47,121,False,"[0, 125]"
2341,666073100786774016,174,335,False,"[0, 137]"
2342,666071193221509120,67,154,False,"[0, 137]"
2343,666063827256086533,232,496,False,"[0, 107]"
2344,666058600524156928,61,115,False,"[0, 135]"
2345,666057090499244032,146,304,False,"[0, 124]"
2346,666055525042405380,261,448,False,"[0, 140]"
2347,666051853826850816,879,1253,False,"[0, 138]"
2348,666050758794694657,60,136,False,"[0, 140]"
2349,666049248165822465,41,111,False,"[0, 120]"
2350,666044226329800704,147,311,False,"[0, 137]"
2351,666033412701032449,47,128,False,"[0, 130]"
2352,666029285002620928,48,132,False,"[0, 139]"
2353,666020888022790149,532,2535,False,"[0, 131]"
